curr_epoch train_cost train_ler val_cost val_ler
132 91.14558792114258 0.7676151752471925 38.335037 0.8645484
133 91.02577285766601 0.7673679172992707 36.508427 0.86154807
134 94.61494522094726 0.7492694735527039 43.284805 0.87860286
135 91.93622055053712 0.736155205965042 38.879753 0.86523473
136 92.60797424316405 0.7230477511882784 41.59558 0.85285354
137 86.7986213684082 0.7194928109645844 43.776337 0.8603358
138 88.5757080078125 0.7258921265602112 40.069935 0.80663395
139 88.79738845825194 0.7119752168655397 44.627037 0.82207733
140 84.78330078124999 0.7075722098350524 39.144096 0.8384949
141 81.93732757568361 0.6848054707050324 43.299408 0.8534899
142 82.04870986938477 0.6926932334899902 40.103012 0.8369676
143 81.84757537841797 0.6882265806198121 37.827126 0.8049823
144 85.97698516845703 0.6882025182247162 33.88828 0.79183006
145 81.42274093627928 0.6953216016292573 43.200523 0.84957975
146 77.06227264404296 0.686599588394165 38.136475 0.7789224
147 84.03894500732422 0.6681343615055084 40.72487 0.8120238
148 83.10507888793947 0.6658133983612061 38.04465 0.7853149
149 79.40829086303711 0.6518189191818237 35.85857 0.7961161
150 77.90238838195802 0.6451661586761475 37.7073 0.7982203
151 76.60678825378419 0.6384899199008942 36.021454 0.7499097
152 81.49050216674806 0.6452140927314758 37.91306 0.7668598
153 79.11141510009766 0.6290977776050567 42.757008 0.7649557
154 74.19921951293946 0.6371148228645325 37.03074 0.7230962
155 72.40261154174804 0.6351631283760072 40.405075 0.8153906
156 73.45917778015138 0.6359370112419129 42.301888 0.78122526
157 76.53566894531251 0.6191239953041076 41.013893 0.8102018
158 70.45962600708009 0.6161045908927918 40.937828 0.76125085
159 70.00684204101562 0.5978486955165864 38.86229 0.69612753
160 69.47834243774413 0.6092428088188172 41.8668 0.7949649
161 76.79037704467773 0.6122213065624238 36.86622 0.7662597
162 75.4736846923828 0.5914862573146821 38.73721 0.7413994
163 73.34120635986329 0.6000001609325408 43.135353 0.72987294
164 67.49200630187988 0.5844962537288666 40.575333 0.7781706
165 68.8826976776123 0.593016278743744 40.79986 0.76216257
166 67.30309524536133 0.5756745994091034 38.66069 0.73833466
167 73.9867073059082 0.5894203066825867 37.60373 0.70491457
168 71.05928649902343 0.5624473333358765 38.929745 0.7160139
169 71.12107009887696 0.5827600479125977 38.733063 0.7583114
170 70.42736206054687 0.556897383928299 40.106472 0.7246858
171 65.80440559387208 0.5670761168003082 39.65867 0.7051156
172 64.40213623046874 0.5495959460735321 38.488506 0.7452823
173 65.51509704589843 0.5379713505506516 40.605644 0.75227547
174 67.57851066589355 0.5473135650157928 37.801445 0.6824021
175 66.23758201599122 0.5447748839855194 41.963467 0.7133041
176 67.15704879760742 0.5363461136817932 43.259815 0.73172945
177 65.15533561706543 0.5481488704681396 46.582024 0.77165735
178 66.46399421691895 0.5279156863689423 32.446274 0.620098
179 63.31225814819337 0.5308418154716491 37.634853 0.6739336
180 66.91523551940918 0.5247640043497086 40.26972 0.7138877
181 64.09213790893556 0.5282089501619339 42.22634 0.7142322
182 64.02213439941407 0.5199472695589065 45.696823 0.7474011
183 57.04542694091798 0.49824953377246856 42.402824 0.72133446
184 62.179758071899414 0.5097421020269395 39.237766 0.69177353
185 61.302024459838876 0.5063315272331237 44.265415 0.763548
186 63.392938232421876 0.5086064428091049 43.514633 0.73089623
187 60.161772155761724 0.5020004183053971 47.214645 0.77973306
188 62.637738418579104 0.48646170496940616 36.73044 0.6147232
189 61.989925384521484 0.48356257975101463 42.25872 0.7261095
190 59.99037818908692 0.49313487410545354 45.0088 0.67672
191 60.40528945922852 0.49182338714599605 45.173492 0.73448503
192 56.474160003662114 0.49694891571998595 45.851456 0.7499191
193 55.66234321594237 0.470706570148468 40.385498 0.6440703
194 54.17490386962891 0.4691104978322983 45.1823 0.71194774
195 56.04361724853515 0.45601349771022803 37.4308 0.61267364
196 58.03879585266114 0.4834144920110703 39.32142 0.68846035
197 53.46802101135254 0.4557505518198013 40.18358 0.68414605
198 55.36045761108399 0.4640640765428543 39.20292 0.6671686
199 53.07791137695314 0.4544770091772079 43.760414 0.7004187
200 55.450669479370106 0.4636324286460876 40.71302 0.66734254
201 52.103604888916024 0.446047106385231 40.621597 0.64918816
202 51.40999145507812 0.4388341158628464 41.41373 0.6473048
203 55.0527889251709 0.45378352105617525 38.615078 0.64229983
204 51.89492568969727 0.4595449894666672 46.708214 0.66820407
205 54.598807907104494 0.4514878898859023 41.964554 0.6588035
206 54.26123313903809 0.44424910247325905 43.494488 0.6280682
207 55.38081398010254 0.4511783510446548 39.772537 0.6612796
208 55.749879837036126 0.4550273150205612 40.102695 0.6317693
209 54.46414260864258 0.4439013719558716 37.886078 0.63415116
210 55.632188415527345 0.44549159705638885 43.053596 0.6677319
211 51.82199058532715 0.4343938142061233 44.6409 0.6723319
212 51.26601448059082 0.42658362984657283 52.098427 0.69849217
213 50.90953903198241 0.4469716876745224 43.180706 0.67166203
214 55.09971237182618 0.43816453516483306 42.774094 0.6634447
215 50.96699409484864 0.4012244135141373 43.864197 0.6580467
216 52.25458297729492 0.42808207571506507 42.891747 0.6440085
217 48.48836402893067 0.4069495677947998 44.825363 0.65697885
218 52.75938186645508 0.40736084580421444 45.55544 0.630064
219 47.89135055541993 0.39437609314918515 44.08789 0.66310924
220 50.086357498168944 0.3981716185808181 46.598854 0.6108564
221 52.97152328491212 0.3999185532331467 44.58973 0.6179072
222 50.102582168579104 0.39316398799419405 48.414307 0.72970164
223 43.30208129882813 0.3968924641609192 38.578194 0.63968956
224 44.42200889587402 0.3888193726539612 37.622932 0.5622294
225 50.13322715759278 0.3876616060733795 41.39426 0.6275315
226 43.05944252014161 0.372496035695076 42.697014 0.66893303
227 45.74425048828125 0.3709476321935654 44.50309 0.6138736
228 48.125859069824216 0.3642711877822876 39.788467 0.57630724
229 44.625735473632815 0.36670016646385195 45.015022 0.6095482
230 42.48231239318847 0.3701941460371017 47.051884 0.66220343
231 43.75370407104492 0.3631463259458542 37.66011 0.5220231
232 46.72678070068359 0.3787509977817536 46.26126 0.59599406
233 43.16764984130859 0.35245071947574613 43.02587 0.6111206
234 42.978317642211906 0.35473961532115933 46.08252 0.61900467
235 40.13264427185059 0.34456723034381864 47.18441 0.61925244
236 42.67546920776367 0.35046832561492913 45.65651 0.64695716
237 47.526071548461914 0.3512977182865143 47.23274 0.62992144
238 41.76005973815918 0.35038666725158696 41.235523 0.5677741
239 39.469448471069335 0.33639763593673705 44.12776 0.6050905
240 40.06548500061035 0.3377426445484161 36.328102 0.5561683
241 41.02319068908691 0.3374408185482025 48.848747 0.62503266
242 38.60175552368164 0.3297965705394745 44.950806 0.61350787
243 41.19036617279053 0.33264812231063845 45.922028 0.66099864
244 41.75116119384766 0.3375950127840042 52.278378 0.6399807
245 36.37856960296631 0.32893762588500974 45.635204 0.585804
246 41.23026771545411 0.3352359801530838 36.43737 0.5227992
247 38.48351974487304 0.3288442075252533 43.39534 0.6229167
248 37.2919490814209 0.32377082109451294 42.87074 0.5689005
249 41.986891174316405 0.33278591632843013 51.029427 0.6598593
250 37.83912544250489 0.32465008497238157 46.960243 0.58673894
251 38.22245845794678 0.31564307212829595 48.353546 0.6342258
252 38.95060157775879 0.3165343284606933 45.13663 0.57737505
253 38.065361213684085 0.332182502746582 48.432453 0.6221005
254 35.872799873352044 0.3084287583827972 54.38272 0.69733644
255 36.505873107910155 0.306365492939949 52.297325 0.62933385
256 37.58634719848633 0.3129397064447403 48.731518 0.6025574
257 38.61379737854004 0.3016072452068329 43.6763 0.58441263
258 35.798315620422365 0.3098468154668808 46.503983 0.594393
259 37.53326568603515 0.3107849806547165 39.034317 0.5513072
260 36.74077224731445 0.2817968040704727 47.394234 0.6144408
261 35.59310054779053 0.2846935510635376 48.666992 0.6057787
262 32.982042694091795 0.28891588300466536 44.829285 0.60508984
263 36.54773254394531 0.2886196315288544 55.976868 0.63435376
264 37.03301086425781 0.28766851425170903 46.15661 0.55362916
265 32.36029491424561 0.28042114973068233 41.93859 0.5606822
266 34.12360954284668 0.297718933224678 49.194065 0.5756193
267 34.97074375152587 0.2813816964626312 50.933968 0.6104242
268 34.012842369079586 0.28744119107723237 51.70752 0.6392692
269 33.22605285644531 0.2692474752664566 54.235912 0.64051425
270 35.775345993041995 0.2932679206132889 46.15171 0.5608176
271 31.73902530670166 0.27428280711174013 45.710373 0.63636565
272 33.15822143554688 0.28544902205467226 46.609356 0.5680364
273 38.03396930694581 0.2839267581701279 48.38994 0.5943008
274 35.470061492919925 0.276912884414196 53.45536 0.5792402
275 36.386735153198245 0.2850084125995636 54.817825 0.5766555
276 31.672095108032227 0.2713605374097824 52.763756 0.59026897
277 30.94606304168701 0.26359843313694004 46.7147 0.5574628
278 32.193236732482916 0.26150067150592804 42.742798 0.5624643
279 29.843883705139163 0.25603206753730773 45.904465 0.55119956
280 29.963518142700195 0.24728622734546665 53.965805 0.66735494
281 29.70430507659912 0.24820601642131807 47.703735 0.5694696
282 31.173882484436035 0.2408436805009842 53.846676 0.6256882
283 31.664685058593754 0.24857188761234283 50.324837 0.5717977
284 31.548694229125978 0.2556632980704308 44.632454 0.5321685
285 30.256782341003415 0.25788719207048416 54.770233 0.5975498
286 28.156708145141597 0.24775415658950806 64.726135 0.7140157
287 26.629443168640137 0.23487701565027236 50.89321 0.5837214
288 31.35905342102051 0.22647954225540162 53.962227 0.57829595
289 30.699911689758302 0.24085382372140884 50.965813 0.57956916
290 29.85823535919189 0.2331245943903923 50.338326 0.5253053
291 30.18629188537598 0.23071375489234927 56.75231 0.5602651
292 29.066380500793457 0.2430434212088585 57.05882 0.60744566
293 27.908128547668454 0.2252218946814537 45.906353 0.5574292
294 29.529607009887695 0.23875148296356202 50.996246 0.60106915
295 27.451093101501467 0.2346571534872055 51.718727 0.58509284
296 27.66198043823242 0.23592069745063782 47.860348 0.52047795
297 26.430102157592774 0.20868763029575346 52.43312 0.6086444
298 28.521950149536135 0.22497158050537108 56.379494 0.57454073
299 27.45266399383545 0.23289486467838286 52.55494 0.60497606
300 27.43860549926758 0.22846522331237792 48.621235 0.5966032
301 28.49645156860351 0.215527954697609 54.833817 0.60330886
302 26.589350128173823 0.2049837067723274 36.32495 0.50749594
303 27.294273948669435 0.21334347277879714 50.29091 0.56293875
304 26.678885459899906 0.20316609442234038 54.038612 0.5665972
305 27.1148889541626 0.2114615544676781 51.321495 0.5435049
306 26.30518589019775 0.211069954931736 54.689686 0.55218923
307 26.76330451965332 0.20970802605152133 37.829224 0.47231793
308 26.431764030456545 0.20810838490724565 52.12237 0.55937505
309 24.016164588928223 0.18635702729225162 55.470097 0.61711967
310 23.420687103271483 0.19016244560480117 37.294353 0.4292075
311 24.195564651489256 0.19740676879882812 52.98671 0.53597564
312 23.674773025512692 0.19619769454002378 49.29069 0.5361619
313 25.33805866241455 0.19759213626384733 64.88674 0.6550952
314 23.916983604431152 0.18040537983179092 55.06836 0.5778874
315 24.87431468963623 0.1802275463938713 55.360146 0.5834402
316 22.47549571990967 0.18748730719089507 56.369385 0.5987617
317 21.3369873046875 0.1750156208872795 56.07631 0.56717664
318 22.037352752685546 0.17506631612777712 52.2438 0.4909576
319 23.26864414215088 0.1893113389611244 52.09901 0.5543283
320 22.839595603942872 0.17969407588243486 51.846725 0.5953315
321 22.14209804534912 0.18784294426441195 56.691982 0.5626067
322 23.571997833251952 0.17978424578905106 43.05738 0.4523822
323 24.462636566162107 0.1919148102402687 60.128403 0.6150464
324 23.722746086120605 0.19443683475255966 42.461945 0.4504378
325 24.327896118164062 0.19870315492153165 45.75946 0.5143708
326 22.451080703735354 0.18497124910354615 57.22613 0.5406546
327 22.373096466064457 0.1656075417995453 64.01094 0.6338942
328 20.92936668395996 0.17364079952239989 61.04084 0.5538678
329 21.88413143157959 0.17114952355623247 58.991188 0.56678534
330 19.87603416442871 0.17843872308731076 43.484276 0.5126885
331 21.37722263336182 0.16810915023088455 53.611427 0.54257935
332 23.9358699798584 0.17338079810142518 59.173008 0.5713841
333 20.79688205718994 0.16747883409261705 64.06981 0.5966336
334 21.656703376770018 0.18026313036680222 51.599403 0.56148833
335 20.836511611938477 0.18294175565242768 55.237297 0.55821455
336 21.55429534912109 0.1662552535533905 67.6873 0.6717299
337 20.994461822509766 0.16294887214899065 58.518623 0.5852924
338 20.655883026123046 0.15662689507007602 51.967167 0.55961835
339 20.84288539886475 0.15651025623083115 54.834126 0.5630944
340 19.877516746520993 0.15686749219894414 40.512707 0.42974877
341 19.542083072662354 0.1519236572086811 54.02561 0.5265312
342 18.87439098358154 0.14906682670116425 50.072437 0.51502246
343 18.19133415222168 0.14804601967334746 52.858868 0.5216588
344 19.136985206604006 0.15796197056770322 46.01564 0.5072862
345 18.164491176605225 0.13683307841420173 56.390663 0.5463793
346 20.08133563995361 0.1471542611718178 59.75573 0.6062343
347 17.46832733154297 0.1355451263487339 55.919773 0.5545343
348 17.676406860351562 0.13856309726834298 44.791264 0.46139705
349 17.762031459808348 0.13723104298114777 49.488388 0.53209645
350 18.227853965759277 0.14345007464289666 60.032623 0.59864235
351 17.03279027938843 0.15294479504227637 57.356834 0.5437687
352 19.19083824157715 0.14787774980068208 62.834724 0.5887413
353 17.79058475494385 0.13264764770865442 62.434414 0.5659228
354 16.502994346618653 0.13554955124855042 54.5598 0.54709685
355 16.80112581253052 0.13286577612161637 52.70557 0.5280788
356 17.4763090133667 0.13558870553970337 65.41009 0.61909175
357 16.997184562683106 0.11874074265360832 62.279 0.5895557
358 16.771933937072752 0.1414910674095154 49.344433 0.48827612
359 17.525445938110348 0.1415821887552738 52.213917 0.5665441
360 15.435181045532227 0.12425021901726724 56.672745 0.5569445
361 17.08544759750366 0.13525316491723063 69.813705 0.6100497
362 17.298735618591312 0.12754051610827444 63.1485 0.5061938
363 17.912478351593016 0.1455432876944542 59.12319 0.5919928
364 18.476727104187013 0.13801686838269234 62.71499 0.5979109
365 18.26942491531372 0.1467210441827774 52.713768 0.482178
366 18.686292457580564 0.14948697909712794 59.715668 0.6146128
367 17.645101165771486 0.13007333651185035 46.417103 0.45259774
368 15.604155921936036 0.1272299788892269 64.86642 0.62798125
369 19.37554187774658 0.13929517567157745 51.066406 0.5289974
370 17.103731536865237 0.13081901520490646 54.85766 0.5170139
371 15.62681531906128 0.12192636728286743 56.64543 0.55751365
372 15.034535598754884 0.11145491972565652 62.7255 0.5876218
373 14.920903587341309 0.11922802254557609 63.138805 0.601838
374 14.421302032470704 0.10841673910617829 57.61524 0.57943594
375 14.1389986038208 0.10637118592858313 56.337433 0.5690737
376 13.36435308456421 0.1062155343592167 59.851135 0.57665163
377 14.74991569519043 0.11526798158884048 57.902157 0.5815017
378 13.758884525299072 0.10853165164589883 63.141663 0.5486312
379 13.17582368850708 0.1024014972150326 65.81203 0.5971715
380 14.777790355682372 0.10394050702452659 51.736206 0.5315454
381 14.505986022949218 0.10313552990555763 62.24796 0.61400557
382 13.030979633331299 0.096652227640152 69.93666 0.5363815
383 14.093973159790039 0.10782208070158958 52.986366 0.5126171
384 14.214656066894532 0.0989042431116104 70.10104 0.6200082
385 12.779680538177491 0.10973486006259918 68.52171 0.5966732
386 13.713775920867919 0.1035461001098156 69.70561 0.5858792
387 13.203492832183839 0.09730353653430938 68.37464 0.5716997
388 12.874406337738035 0.09514808058738708 51.418545 0.4703238
389 14.126265811920167 0.09365270510315894 70.2941 0.627169
390 13.889636421203612 0.09654595851898196 52.786057 0.47711265
391 13.5122709274292 0.08758185282349586 71.919365 0.5817878
392 14.020137119293212 0.10346459448337554 66.479675 0.5951103
393 14.449133110046388 0.10319329872727395 54.558533 0.55876994
394 13.676777935028076 0.10447603538632393 58.76867 0.5627485
395 14.315152549743653 0.1179390087723732 67.60983 0.58275867
396 13.557812786102295 0.1039443038403988 56.51763 0.48381495
397 13.174440479278564 0.09933461397886277 69.74109 0.600639
398 13.412717247009278 0.10723408460617066 71.74418 0.5717873
399 14.16274175643921 0.09637964442372322 69.31824 0.5330044
400 13.418219470977784 0.10392138063907622 50.619553 0.49444133
401 13.135006141662597 0.09970638379454612 60.68544 0.54323184
402 13.562813472747804 0.09824618399143219 58.3216 0.5282564
403 13.289137363433836 0.093243607878685 67.59843 0.60968435
404 13.326268196105957 0.10272964686155318 52.475857 0.5170186
405 13.357137870788574 0.09885011911392212 70.67647 0.57877266
406 12.060878658294678 0.0879122905433178 61.846703 0.5909565
407 14.690989017486572 0.0942858010530472 47.12525 0.49009869
408 13.673148155212402 0.08450588956475259 61.641388 0.5749843
409 11.823325538635252 0.09432700574398041 68.70508 0.5474566
410 12.276623916625978 0.08949367105960845 72.711975 0.5928141
411 12.087415504455564 0.09193806201219558 72.15944 0.6262118
412 11.067019510269166 0.0876238338649273 63.683197 0.54588854
413 11.7304256439209 0.08642055094242096 65.70457 0.6126677
414 11.202320861816407 0.08295449018478392 59.448784 0.52608216
415 10.724762916564941 0.0783340249210596 48.602364 0.4327308
416 11.018317317962646 0.08394341692328453 60.06131 0.5226531
417 10.321261119842529 0.09009737372398377 63.497185 0.51452744
418 11.373323726654052 0.0855621799826622 63.93581 0.5190615
419 10.179968547821046 0.0812541827559471 68.76102 0.5929576
420 10.086756420135497 0.07099589258432389 56.0662 0.5236335
421 10.858484649658203 0.08160148933529854 57.291523 0.5482278
422 12.203012943267824 0.07637707293033599 68.05039 0.5413692
423 9.685804557800294 0.07476598098874093 62.2379 0.545527
424 10.282287216186525 0.07983681336045266 64.79259 0.52095705
425 10.122150230407714 0.0764466643333435 73.99916 0.62160695
426 10.022733736038209 0.07328326776623725 58.418415 0.5427124
427 10.443700313568115 0.06983809769153596 60.477272 0.50258857
428 9.74177131652832 0.07321894615888595 66.122055 0.55382204
429 10.150653457641601 0.07368190586566925 55.349335 0.5081134
430 9.97565050125122 0.07497784271836279 75.14279 0.5642544
431 9.20903100967407 0.06780965961515903 62.189095 0.5400421
432 9.637882137298583 0.06657018885016441 62.97177 0.52421284
433 10.483171081542968 0.06549678668379784 67.760025 0.49799192
434 10.123853111267088 0.06602578610181808 66.73705 0.5386941
435 9.374107694625854 0.06976243332028388 68.84001 0.532583
436 9.679921627044678 0.0746025960892439 62.089867 0.50467926
437 9.583494186401367 0.07711366713047027 57.033844 0.57507545
438 11.143651866912842 0.07534174099564553 69.3031 0.5598345
439 9.89898910522461 0.07328537814319133 60.47639 0.533069
440 9.20743293762207 0.06253300793468952 58.279533 0.5288841
441 8.809264898300171 0.06553273499011994 73.287 0.56641513
442 8.538963508605956 0.0633909046649933 63.226486 0.5938662
443 8.787239980697633 0.07069998420774938 79.60744 0.58309
444 8.98863525390625 0.06478229984641075 72.30608 0.5956334
445 8.856680393218994 0.06892174705862998 67.961975 0.56051236
446 9.052432584762572 0.06046788766980171 52.12445 0.44270658
447 9.498227214813232 0.06498547345399856 80.25202 0.57763857
448 8.490760755538941 0.06749027594923973 70.61482 0.5393356
449 8.906913137435913 0.07207524627447127 102.12913 0.6965829
450 8.428636598587037 0.05866449661552905 61.827118 0.4773107
451 19.855540084838868 0.14409251511096954 79.10635 0.56027156
452 21.55592918395996 0.16108935922384263 63.43249 0.5607288
453 24.15592555999756 0.18145061582326888 63.7956 0.567662
454 25.92457256317139 0.19734663367271424 75.376205 0.59810454
455 22.294345092773433 0.18302556425333025 79.35071 0.6218912
456 20.245700645446775 0.16056140661239623 74.09126 0.577566
457 19.061795234680176 0.1542491316795349 61.379147 0.53701925
458 19.16158351898193 0.1496171832084656 57.64222 0.49393445
459 16.256293869018556 0.12966775745153425 61.478973 0.5489756
460 15.891626930236814 0.11366460174322128 44.056435 0.39227432
461 12.851912498474121 0.09497130587697028 58.489723 0.5079472
462 12.430633068084715 0.08562565669417381 53.252754 0.5110229
463 11.081817817687988 0.08374223038554192 61.66597 0.47959936
464 9.724021434783936 0.06964274533092976 67.9586 0.5393475
465 8.479904937744141 0.05891230069100857 62.563072 0.52630466
466 9.235941886901855 0.055311583355069166 55.442276 0.42731288
467 8.967684841156006 0.05929287858307362 65.106865 0.5620703
468 8.047789096832275 0.0524510383605957 49.309135 0.44480896
469 8.055439472198486 0.05340254791080951 51.250168 0.43798375
470 7.545674037933349 0.05521838590502739 72.908516 0.58522606
471 7.0237438678741455 0.047947965748608115 52.700943 0.49831927
472 7.788198041915893 0.056991994380950935 77.29434 0.55584526
