curr_epoch train_cost train_ler val_cost val_ler random_shift
71 80.2027359009 0.586206912994 124.837 0.758621 364
72 75.304107666 0.75 78.4781 0.689655 782
73 83.4472961426 0.75 74.2947 0.588235 204
74 61.2370452881 0.692307710648 71.6463 0.62069 797
75 68.2468338013 0.71875 62.2687 0.653846 637
76 67.1870574951 0.586206912994 66.1829 0.75 226
77 68.1197967529 0.6875 64.7233 0.586207 480
78 66.4867095947 0.6875 66.6203 0.6875 805
79 63.8408546448 0.791666686535 69.9037 0.59375 131
80 64.5270080566 0.517241358757 69.8536 0.6875 925
81 63.2270812988 0.625 79.0416 0.692308 416
82 61.6006202698 0.625 73.7399 0.586207 138
83 59.015335083 0.625 59.0975 0.59375 566
84 58.9996337891 0.517241358757 60.5338 0.625 257
85 53.5861663818 0.46875 57.7506 0.666667 391
86 55.5349388123 0.708333313465 56.9212 0.708333 357
87 53.7848243713 0.75 97.2287 0.794118 742
88 75.3359069824 0.730769217014 57.7493 0.791667 607
89 54.7779312134 0.586206912994 58.7804 0.692308 80
90 53.1201667786 0.708333313465 56.8855 0.615385 407
91 51.2555389404 0.59375 53.7721 0.666667 425
92 53.8493347168 0.615384638309 52.6906 0.53125 970
93 52.0597877502 0.538461565971 54.5884 0.615385 457
94 46.4596099854 0.5625 85.6366 0.735294 998
95 52.8840179443 0.517241358757 54.8595 0.538462 946
96 45.1952667236 0.46875 53.0796 0.53125 970
97 47.6630935669 0.538461565971 46.4874 0.576923 714
98 52.5065612793 0.666666686535 53.9952 0.625 619
99 44.3440742493 0.53125 51.6245 0.666667 695
100 47.1184234619 0.666666686535 53.5817 0.517241 564
101 44.8048324585 0.708333313465 92.472 0.764706 254
102 91.0803070068 0.735294103622 80.9058 0.647059 786
103 46.4372253418 0.517241358757 53.7793 0.53125 600
104 45.7604255676 0.517241358757 76.0702 0.676471 841
105 42.3706283569 0.541666686535 43.1781 0.708333 913
106 41.7273674011 0.34375 46.8682 0.615385 50
107 41.2560386658 0.34375 42.6362 0.708333 230
108 74.6486968994 0.647058844566 79.7412 0.617647 871
109 41.0844573975 0.708333313465 53.9277 0.551724 902
110 44.2353172302 0.538461565971 52.2014 0.576923 513
111 43.0555496216 0.615384638309 41.8593 0.708333 651
112 37.7348518372 0.583333313465 69.6433 0.558824 47
113 66.6127319336 0.588235318661 48.4104 0.53125 286
114 34.5445404053 0.541666686535 39.7391 0.583333 830
115 42.9543266296 0.517241358757 36.6189 0.458333 392
116 35.4063873291 0.538461565971 80.4862 0.617647 261
117 31.7831764221 0.416666656733 36.9545 0.423077 212
118 61.5508270264 0.529411792755 54.5444 0.62069 428
119 40.2482757568 0.482758611441 79.7848 0.588235 460
120 29.2619018555 0.291666656733 36.6554 0.461538 739
121 37.475112915 0.448275864124 57.4262 0.46875 114
122 34.9859657288 0.413793116808 36.7675 0.5 826
123 53.6918830872 0.411764711142 31.5673 0.666667 96
124 26.5416431427 0.416666656733 25.7979 0.416667 560
125 25.6100654602 0.375 30.6483 0.5 306
126 23.9884757996 0.375 54.7576 0.517241 691
127 32.9789772034 0.423076927662 59.6542 0.470588 706
128 43.9118347168 0.53125 48.7919 0.586207 982
129 42.5408935547 0.40625 34.4582 0.538462 590
130 30.6857051849 0.423076927662 49.0246 0.40625 577
131 37.5888557434 0.34375 54.9745 0.5 680
132 34.8848838806 0.28125 43.2768 0.448276 636
133 51.1472816467 0.352941185236 46.4925 0.46875 41
134 29.0167274475 0.346153855324 31.1423 0.423077 382
135 28.0151901245 0.307692319155 48.3835 0.583333 116
136 34.3810043335 0.375 32.9534 0.333333 964
137 27.3876647949 0.208333328366 38.1383 0.461538 125
138 31.2710418701 0.375 49.5829 0.53125 122
139 34.2678108215 0.448275864124 56.5594 0.517241 847
140 31.6419715881 0.379310339689 25.4275 0.375 367
141 47.7677268982 0.441176474094 54.9692 0.617647 925
142 27.5774593353 0.24137930572 36.2825 0.461538 410
143 26.2970676422 0.307692319155 47.8272 0.46875 335
144 32.371925354 0.40625 26.04 0.423077 87
145 22.8473892212 0.269230782986 67.4845 0.529412 743
146 28.3275299072 0.375 45.0131 0.482759 8
147 47.1940803528 0.411764711142 44.5085 0.517241 730
148 20.9733486176 0.230769231915 46.2152 0.34375 509
149 21.503080368 0.25 52.0456 0.413793 256
150 27.6167469025 0.21875 41.2662 0.3125 410
151 26.0760250092 0.275862067938 29.8957 0.416667 781
152 22.6014347076 0.103448279202 61.2115 0.5 632
153 19.1206188202 0.172413796186 30.6927 0.307692 866
154 23.6070213318 0.230769231915 21.8812 0.333333 240
155 43.8397026062 0.382352948189 27.2192 0.458333 550
156 40.9301528931 0.382352948189 38.0074 0.37931 904
157 18.8048305511 0.307692319155 46.0357 0.517241 114
158 25.9011306763 0.3125 26.5046 0.458333 763
159 41.2009887695 0.470588237047 42.5486 0.53125 537
160 25.4322185516 0.25 28.8236 0.423077 195
161 37.3824958801 0.352941185236 42.1261 0.448276 153
162 33.6994628906 0.29411765933 41.157 0.448276 84
163 17.8792896271 0.25 42.0314 0.382353 849
164 24.3071308136 0.125 42.055 0.40625 23
165 27.387714386 0.206896558404 31.3412 0.294118 163
166 21.9534072876 0.103448279202 44.2097 0.3125 456
167 22.2889041901 0.1875 33.1245 0.310345 638
168 17.8490524292 0.137931033969 27.592 0.5 167
169 17.1473445892 0.0689655169845 32.4005 0.264706 641
170 28.1210384369 0.205882355571 40.1023 0.411765 738
171 21.3991165161 0.230769231915 32.4618 0.346154 851
172 20.7881278992 0.25 32.9921 0.37931 909
173 17.8129253387 0.291666656733 46.7667 0.441176 822
174 19.3238449097 0.125 30.3556 0.413793 875
175 16.209312439 0.0689655169845 35.3151 0.294118 899
176 13.3065643311 0.0344827584922 53.0192 0.441176 311
177 12.9366731644 0.0833333358169 22.7938 0.307692 554
178 10.7781295776 0.0689655169845 44.0562 0.40625 115
179 10.171995163 0.0689655169845 24.1639 0.307692 61
180 12.4368448257 0.125 35.6465 0.352941 174
181 26.0283927917 0.205882355571 45.446 0.375 905
182 8.89479446411 0.0344827584922 36.2004 0.40625 128
183 10.4927377701 0.125 25.8661 0.5 714
184 17.9570999146 0.15625 31.2418 0.275862 30
185 7.52348232269 0.0344827584922 20.1398 0.206897 2
186 9.60279369354 0.0833333358169 12.4618 0.166667 802
187 19.4697303772 0.307692319155 21.2764 0.375 109
188 16.9200019836 0.15625 40.4883 0.37931 294
189 15.9366950989 0.09375 25.0338 0.264706 636
190 19.4772796631 0.147058829665 24.5271 0.423077 421
191 13.9848632812 0.125 21.9202 0.384615 649
192 9.10336494446 0.0833333358169 48.3996 0.37931 206
193 8.53210258484 0.0 31.8629 0.482759 291
194 17.9301624298 0.117647059262 22.2029 0.241379 258
195 17.3221912384 0.088235296309 20.5623 0.241379 499
196 14.940284729 0.230769231915 30.0854 0.310345 140
197 7.8449010849 0.0 29.3911 0.275862 343
198 7.43755245209 0.0833333358169 15.9713 0.230769 323
199 15.6615104675 0.088235296309 25.968 0.275862 772
200 6.95849132538 0.0833333358169 28.1083 0.28125 466
201 14.6433401108 0.0588235296309 21.2915 0.307692 385
202 14.3619804382 0.192307695746 25.8623 0.310345 104
203 13.8908376694 0.192307695746 32.6926 0.352941 459
204 13.1205730438 0.192307695746 12.5529 0.0689655 566
205 5.68100309372 0.0 21.766 0.375 140
206 11.8431873322 0.192307695746 19.649 0.416667 586
207 17.8549060822 0.15625 42.6732 0.53125 40
208 4.87220907211 0.0 27.6017 0.275862 917
209 4.647108078 0.0 29.3833 0.352941 874
210 16.7814216614 0.088235296309 17.9047 0.09375 961
211 15.9791479111 0.0588235296309 25.2281 0.28125 552
212 4.16883134842 0.0 27.7609 0.333333 828
213 4.00678110123 0.0 22.2119 0.384615 117
214 11.416182518 0.115384615958 19.0039 0.153846 413
215 12.9913883209 0.0 19.1976 0.375 916
216 12.8476076126 0.0625 27.2896 0.264706 441
217 3.39177441597 0.0 27.4858 0.21875 167
218 7.90996551514 0.125 28.8457 0.205882 337
219 11.3059482574 0.09375 23.6527 0.275862 788
220 3.09291625023 0.0 21.3283 0.241379 475
221 10.7083158493 0.09375 2.99566 0.0 720
222 2.9835999012 0.0 35.2398 0.37931 670
223 2.84973430634 0.0 87.8278 0.413793 370
224 15.0126791 0.0294117648154 32.2127 0.352941 538
225 12.1160554886 0.0 29.5356 0.264706 700
226 10.0213756561 0.0384615398943 36.2428 0.448276 519
227 9.22648429871 0.0 27.0141 0.25 637
228 11.3299055099 0.0588235296309 13.1792 0.153846 244
229 8.81845569611 0.0384615398943 15.9024 0.25 446
230 7.43851518631 0.0833333358169 18.3381 0.269231 694
231 6.7317237854 0.0833333358169 15.4552 0.25 695
232 10.8371210098 0.09375 27.5892 0.323529 449
233 8.90041351318 0.0384615398943 33.5127 0.34375 450
234 9.81706428528 0.09375 19.5608 0.269231 218
235 5.66176319122 0.0833333358169 21.5887 0.25 474
236 9.09055042267 0.03125 14.8629 0.166667 605
237 2.38521146774 0.0 17.4538 0.269231 416
238 4.87920188904 0.0833333358169 29.0561 0.275862 836
239 4.4544467926 0.0833333358169 19.909 0.137931 229
240 4.00943946838 0.0 12.5134 0.208333 567
241 8.04423427582 0.0 20.629 0.205882 147
242 3.75960612297 0.0 31.5944 0.275862 544
243 2.27080869675 0.0 16.5261 0.208333 815
244 2.97790884972 0.0 14.3523 0.125 242
245 2.79948115349 0.0 22.3502 0.310345 259
246 7.57536411285 0.0384615398943 33.8199 0.21875 895
247 12.3775186539 0.088235296309 17.7961 0.269231 259
248 7.25917625427 0.0384615398943 27.2779 0.21875 711
249 10.4265775681 0.0294117648154 41.3866 0.37931 457
250 6.82602214813 0.0384615398943 13.7692 0.0882353 797
251 6.5823764801 0.0 8.59042 0.0833333 85
252 8.9439163208 0.0294117648154 23.6907 0.21875 957
253 1.95184004307 0.0 34.8862 0.375 698
254 6.36173534393 0.0384615398943 104.421 0.344828 373
255 8.94280147552 0.09375 33.9927 0.28125 288
256 8.39791202545 0.09375 26.3113 0.205882 504
257 1.83635103703 0.0 17.0939 0.176471 485
258 6.12452793121 0.0384615398943 43.2995 0.413793 663
259 1.81869673729 0.0 13.0769 0.0882353 157
260 7.3959236145 0.09375 21.4102 0.205882 727
261 5.78209400177 0.0 14.0064 0.137931 565
262 9.67565631866 0.0294117648154 16.9069 0.166667 904
263 7.1402387619 0.09375 14.2111 0.25 672
264 2.48295760155 0.0 25.5291 0.235294 603
265 2.41393470764 0.0 19.3546 0.275862 336
266 7.73882865906 0.0 20.6947 0.205882 7
267 6.98797988892 0.09375 17.1509 0.153846 989
268 6.72262573242 0.09375 9.5652 0.0769231 558
269 7.55066585541 0.0294117648154 7.29564 0.0769231 877
270 2.05639481544 0.0 59.4501 0.448276 846
271 6.61485671997 0.09375 19.6359 0.269231 177
272 7.12730264664 0.0 3.39124 0.0416667 242
273 6.1103386879 0.03125 17.348 0.291667 364
274 1.91727185249 0.0 10.9017 0.166667 551
275 1.86921560764 0.0 37.6802 0.37931 600
276 5.40084552765 0.0 14.4927 0.166667 198
277 5.08965587616 0.0 34.1051 0.21875 333
278 6.61928272247 0.0 41.417 0.375 684
279 6.72503423691 0.09375 17.8 0.21875 227
280 1.70730602741 0.0 17.1567 0.291667 431
281 1.8796659708 0.0 20.9125 0.176471 153
282 5.64011001587 0.09375 13.2174 0.125 415
283 5.68488025665 0.09375 25.5182 0.269231 921
284 1.61821341515 0.0 38.2836 0.37931 456
285 5.32869005203 0.03125 9.76034 0.0 484
286 5.14500951767 0.03125 89.0021 0.517241 361
287 1.51345038414 0.0 21.2466 0.208333 217
288 1.90782284737 0.0 22.3785 0.235294 735
289 5.33043622971 0.09375 15.571 0.192308 149
290 5.05852460861 0.03125 31.2589 0.25 891
291 1.37668132782 0.0 21.0377 0.241379 791
292 4.94226837158 0.03125 28.9214 0.264706 819
293 1.31683564186 0.0 9.14239 0.125 69
294 5.00850772858 0.03125 23.6206 0.21875 248
295 4.9870634079 0.0384615398943 19.2308 0.25 581
296 1.23074507713 0.0 6.90005 0.0833333 875
297 1.79076480865 0.0 34.4495 0.147059 315
298 4.422519207 0.03125 42.2827 0.3125 514
299 6.14456319809 0.0 16.2559 0.166667 442
300 4.61083030701 0.0 25.434 0.294118 748
301 1.46693694592 0.0 12.9225 0.230769 383
302 1.1016484499 0.0 26.2601 0.264706 667
303 1.08514535427 0.0 7.45798 0.0384615 314
304 1.06585538387 0.0 31.8437 0.205882 531
305 4.45302009583 0.03125 29.5445 0.264706 590
306 1.45130372047 0.0 23.0268 0.28125 772
307 1.41337645054 0.0 16.8682 0.21875 664
308 4.18461799622 0.03125 13.7606 0.192308 997
309 1.04079151154 0.0 7.64704 0.0294118 719
310 4.14764451981 0.03125 17.9153 0.117647 170
311 4.28386497498 0.0 24.1944 0.241379 196
312 4.20694160461 0.0 16.6629 0.125 706
313 4.10178422928 0.0 26.5422 0.15625 416
314 3.9478290081 0.0 35.5879 0.275862 539
315 1.17253100872 0.0 21.1208 0.264706 259
316 3.88601350784 0.0 17.7693 0.15625 478
317 5.89118480682 0.0294117648154 34.743 0.413793 693
318 1.14320802689 0.0 25.3595 0.241379 591
319 1.12855923176 0.0 9.09435 0.103448 323
320 3.78281617165 0.0 16.1634 0.269231 271
321 3.94833111763 0.0 11.3663 0.166667 519
322 1.06251275539 0.0 16.5525 0.230769 775
323 0.946597516537 0.0 13.078 0.166667 590
324 3.66910052299 0.0 19.5279 0.206897 232
325 3.64947843552 0.0 33.3377 0.103448 641
326 5.22105836868 0.0 13.5049 0.0882353 805
327 5.14315128326 0.0 16.8749 0.310345 494
328 5.01300382614 0.0 15.7949 0.192308 695
329 4.85894680023 0.0 23.217 0.176471 582
330 3.56831288338 0.0 29.6118 0.310345 212
331 0.969249606133 0.0 26.4049 0.28125 301
332 4.53911161423 0.0 1.68344 0.0 482
333 3.34999346733 0.0 20.8191 0.137931 957
334 3.26594400406 0.0 24.6571 0.205882 737
335 0.954078316689 0.0 17.902 0.269231 356
336 3.51773333549 0.0 13.2 0.125 358
337 3.09307432175 0.0 31.3562 0.3125 107
338 0.929741203785 0.0 6.12175 0.0 799
339 3.01936435699 0.0 21.946 0.205882 859
340 2.95563054085 0.0 32.2281 0.28125 376
341 4.11420297623 0.0 10.7685 0.166667 618
342 0.887565374374 0.0 13.0228 0.230769 197
343 0.8756031394 0.0 16.5103 0.176471 970
344 3.91361260414 0.0 9.44792 0.15625 646
345 2.63786792755 0.0 8.34971 0.125 242
346 2.58427476883 0.0 5.76457 0.0384615 555
347 1.09633350372 0.0 24.3621 0.25 217
348 1.06595957279 0.0 20.3199 0.147059 221
349 3.44984412193 0.0 30.4396 0.25 207
350 0.8181899786 0.0 8.31498 0.15625 962
351 0.95650601387 0.0 26.5293 0.310345 690
352 3.37177658081 0.0 17.494 0.117647 75
353 2.36065983772 0.0 3.64957 0.0 641
354 3.30569505692 0.0 8.09783 0.15625 962
355 3.26328349113 0.0 11.1058 0.09375 721
356 0.793258190155 0.0 13.1871 0.166667 982
357 0.78748524189 0.0 24.9795 0.25 691
358 3.13342905045 0.0 9.27925 0.153846 67
359 2.20753335953 0.0 16.7943 0.333333 757
360 0.765543282032 0.0 22.5945 0.21875 69
361 3.61455726624 0.0 18.4096 0.269231 206
362 0.890202283859 0.0 121.885 0.241379 383
363 0.867022693157 0.0 7.90922 0.0625 883
364 3.53460502625 0.0 11.1655 0.192308 144
365 0.823577225208 0.0 37.3439 0.21875 682
366 2.95488810539 0.0 42.8421 0.310345 523
367 2.92292642593 0.0 13.2397 0.125 416
368 2.88364052773 0.0 11.6687 0.166667 955
369 2.08226323128 0.0 19.1584 0.235294 69
370 0.725562632084 0.0 15.186 0.192308 983
371 2.04309797287 0.0 8.30404 0.0384615 268
372 3.39880990982 0.0 30.4154 0.275862 438
373 0.812950611115 0.0 23.7884 0.241379 225
374 3.28067088127 0.0 12.4028 0.153846 118
375 0.74812400341 0.0 12.8359 0.1875 874
376 0.711908459663 0.0 32.9541 0.28125 818
377 1.95579993725 0.0 20.7697 0.205882 12
378 0.738566696644 0.0 12.9114 0.153846 299
379 0.703935265541 0.0 8.18236 0.15625 2
380 3.18069767952 0.0 39.8947 0.344828 920
381 3.13596534729 0.0 2.84226 0.0 480
382 0.718869686127 0.0 16.0473 0.147059 76
383 0.683797240257 0.0 14.905 0.205882 469
384 1.86157715321 0.0 21.3277 0.241379 580
385 2.87470316887 0.0 8.48316 0.115385 569
386 2.70310473442 0.0 8.94726 0.166667 964
387 2.91244697571 0.0 26.5118 0.28125 659
388 2.89301300049 0.0 26.6312 0.310345 108
389 2.9639544487 0.03125 122.745 0.310345 375
390 2.77563595772 0.0 12.6644 0.166667 496
391 1.8048299551 0.0 12.6825 0.153846 308
392 1.78251671791 0.0 16.5621 0.230769 196
393 2.68700647354 0.0 17.3689 0.172414 631
394 1.76322376728 0.0 7.73013 0.0833333 318
395 2.61835336685 0.0 27.2503 0.21875 948
396 1.7128111124 0.0 14.4995 0.166667 386
397 2.48345422745 0.0 103.209 0.344828 370
398 0.729663550854 0.0 9.43699 0.0769231 415
399 0.696112990379 0.0 81.7098 0.241379 649
400 0.669635951519 0.0 29.7645 0.344828 597
401 0.653185129166 0.0 11.5529 0.25 435
402 2.45478963852 0.0 17.2731 0.346154 759
403 0.657003223896 0.0 14.1415 0.147059 653
404 3.06729698181 0.0 14.8448 0.208333 651
405 2.45445847511 0.0 17.791 0.172414 711
406 2.38191652298 0.0 22.2742 0.275862 109
407 2.82942199707 0.0625 15.4967 0.208333 122
408 2.39176487923 0.0 41.5441 0.310345 669
409 1.83286714554 0.0 26.1016 0.323529 818
410 2.72766923904 0.0 33.2677 0.310345 129
411 2.25589990616 0.0 14.9139 0.25 351
412 1.71021151543 0.0 29.3006 0.310345 26
413 2.41340184212 0.0 6.60397 0.0833333 201
414 2.38433289528 0.0 12.0304 0.115385 632
415 1.73958849907 0.0 16.9411 0.269231 844
416 0.694837808609 0.0 2.98644 0.0 322
417 2.30338811874 0.0 19.5573 0.208333 705
418 1.6920068264 0.0 9.13812 0.15625 886
419 1.66397619247 0.0 23.3798 0.205882 14
420 0.702899038792 0.0 15.1182 0.115385 429
421 2.40886354446 0.0 12.0086 0.192308 354
422 0.619199573994 0.0 16.2066 0.205882 493
423 2.29421472549 0.0 15.9704 0.25 253
424 2.2153570652 0.0 13.1773 0.125 176
425 0.669601202011 0.0 15.729 0.153846 367
426 1.48657763004 0.0 35.6851 0.21875 670
427 1.4700512886 0.0 21.4367 0.1875 328
428 2.13013148308 0.0 19.7314 0.205882 438
429 0.64083814621 0.0 24.7594 0.28125 179
430 2.07158303261 0.0 2.04466 0.0 480
431 0.626374304295 0.0 23.2001 0.241379 499
432 0.619072198868 0.0 16.3506 0.125 387
433 0.613502383232 0.0 12.1573 0.166667 746
434 2.00040650368 0.0 37.5945 0.3125 684
435 1.37932407856 0.0 28.3411 0.275862 30
436 0.597807705402 0.0 14.5691 0.0689655 881
437 1.94042134285 0.0 5.94057 0.0416667 292
438 1.9223664999 0.0 14.2867 0.25 91
439 1.8712502718 0.0 12.7088 0.0882353 146
440 1.82199978828 0.0 19.1472 0.15625 214
441 1.77463364601 0.0 7.93442 0.03125 165
442 1.85496675968 0.0 6.76442 0.0833333 157
443 0.566846013069 0.0 9.40496 0.103448 162
444 1.81807136536 0.0 40.2843 0.413793 841
445 1.31284511089 0.0 26.2062 0.206897 827
446 1.73608386517 0.0 14.8959 0.269231 576
447 1.66705715656 0.0 28.1941 0.28125 497
448 0.559112966061 0.0 17.9262 0.205882 377
449 1.76577830315 0.0 33.3003 0.28125 278
450 1.74953484535 0.0 17.5491 0.25 983
451 0.573072075844 0.0 26.1384 0.205882 271
452 1.83859634399 0.0 32.5719 0.344828 423
453 1.67727839947 0.0 23.2083 0.275862 345
454 1.60022521019 0.0 12.0073 0.153846 260
455 1.55812478065 0.0 11.3475 0.117647 646
456 1.26445353031 0.0 12.084 0.0833333 336
457 1.63195776939 0.0 41.0394 0.448276 291
458 0.546076118946 0.0 14.3772 0.137931 170
459 1.62440013885 0.0 7.30776 0.0588235 723
460 1.60451340675 0.0 22.5568 0.235294 588
461 0.576001048088 0.0 13.413 0.117647 971
462 1.24241900444 0.0 2.14628 0.0 561
463 1.5297151804 0.0 21.4478 0.21875 652
464 0.569202125072 0.0 12.3269 0.176471 468
465 1.86865055561 0.0 8.30344 0.192308 629
466 0.556657016277 0.0 10.9025 0.333333 35
467 1.3958978653 0.0 13.2308 0.192308 677
468 1.46259844303 0.0 20.6227 0.147059 116
469 0.577160000801 0.0 40.2124 0.34375 114
470 0.587142407894 0.0 33.0434 0.344828 455
471 2.08802986145 0.0 3.53962 0.0 715
472 1.21008622646 0.0 22.2872 0.275862 905
473 1.39125919342 0.0 10.9248 0.25 355
474 0.527695834637 0.0 15.0799 0.147059 924
475 0.525809824467 0.0 23.0286 0.21875 469
476 1.66567289829 0.0 8.55474 0.115385 974
477 1.32616901398 0.0 11.1632 0.125 596
478 0.51744055748 0.0 21.9158 0.28125 857
479 1.3084256649 0.0 28.0545 0.294118 822
480 0.509843945503 0.0 5.6164 0.125 81
481 1.28701019287 0.0 31.9879 0.25 911
482 0.500098586082 0.0 12.7518 0.125 29
483 1.16852128506 0.0 10.8921 0.166667 586
484 1.16387426853 0.0 27.986 0.241379 674
485 0.481784075499 0.0 9.40673 0.153846 866
486 1.48392724991 0.0 27.8154 0.28125 768
487 1.14222288132 0.0 8.90146 0.0769231 787
488 1.30674803257 0.0 13.8251 0.208333 61
489 1.12736797333 0.0 47.4927 0.344828 124
490 0.466659873724 0.0 5.26943 0.03125 479
491 0.467769593 0.0 75.7962 0.344828 668
492 1.25215876102 0.0 12.9989 0.166667 262
493 1.51169145107 0.0 15.6146 0.137931 733
494 0.484546363354 0.0 10.8953 0.125 756
495 0.445759236813 0.0 15.0712 0.125 185
496 0.48075696826 0.0 26.1039 0.206897 267
497 0.47795343399 0.0 5.77395 0.0384615 313
498 0.429887235165 0.0 24.6895 0.264706 497
499 0.471133589745 0.0 27.8109 0.264706 695
500 0.46714630723 0.0 20.3134 0.25 306
501 1.18469011784 0.0 10.912 0.0833333 525
502 1.18017601967 0.0 18.9046 0.137931 872
503 1.43209910393 0.0 28.2729 0.310345 748
504 1.04201745987 0.0 19.7677 0.176471 974
505 0.445246547461 0.0 11.6497 0.125 953
506 1.15209972858 0.0 10.8838 0.0769231 111
507 1.03197729588 0.0 14.0876 0.208333 613
508 1.13957202435 0.0 12.0651 0.166667 262
509 0.410415023565 0.0 21.2317 0.205882 581
510 0.408644914627 0.0 24.2289 0.205882 995
511 1.11745238304 0.0 23.3957 0.205882 303
512 0.402687370777 0.0 14.7231 0.176471 576
513 1.2051846981 0.0 13.6792 0.230769 277
514 0.422794222832 0.0 31.8904 0.25 207
515 1.15769994259 0.0 34.1271 0.34375 829
516 0.420557588339 0.0 13.4356 0.192308 913
517 1.11970579624 0.0 18.629 0.125 726
518 0.41742926836 0.0 12.1057 0.153846 830
519 1.07637250423 0.0 32.165 0.25 607
520 1.07212495804 0.0 22.5784 0.25 382
521 1.12589895725 0.0 15.7824 0.147059 567
522 0.409684360027 0.0 7.88722 0.0769231 977
523 1.04769229889 0.0 29.0644 0.21875 689
524 1.03813254833 0.0 11.2774 0.125 605
525 1.02728009224 0.0 15.1114 0.291667 997
526 0.996832847595 0.0 12.7635 0.192308 23
527 0.380634278059 0.0 14.1416 0.125 185
528 0.397806704044 0.0 13.089 0.0588235 874
529 0.379607409239 0.0 15.6878 0.264706 169
530 0.986940145493 0.0 7.25006 0.125 774
531 0.392031788826 0.0 11.8269 0.166667 698
532 0.37499076128 0.0 25.9192 0.205882 531
533 0.372481971979 0.0 35.5836 0.137931 641
534 0.368945509195 0.0 35.234 0.241379 699
535 1.03778266907 0.0 22.3329 0.176471 990
536 0.964896678925 0.0 16.1776 0.125 905
537 0.959366738796 0.0 15.2725 0.176471 647
538 0.961239039898 0.0 34.6777 0.37931 448
539 0.945001602173 0.0 33.455 0.34375 192
540 0.937208592892 0.0 17.6424 0.15625 397
